646624,laszlo,2011-12-09 01:31:00,487,"Some days are filled with high fives and smiles while fighting fresh Steel. On this day Fidel and I both got skunked so we cracked a few brews, took the pressure off and made the best of a slow day.     The release (I was laughing my butt off)      Private property that I had to depart on a solo mission. I was at least warned respectfully...but man that water was nice!    Finally, some fish.  Highdrifter landing a nice buck I got a while back.    And good number of Browns around this fall.      Lakers count too right?     All fish were released. Laszlo"
646628,Rod Caster,2011-12-09 01:43:00,5784,Nice threesome of fish! That brown is gorgious
646651,timmeh,2011-12-09 02:37:00,609,Nice trifector.
646683,msp,2011-12-09 03:52:00,1336,Looking good guys ! Looks like you guys have become trout addicts. Some nice fish for sure
646688,bassman87,2011-12-09 03:59:00,586,I like the Chicago bears and Chicago Bulls as I used to be from Chicago.
646740,fishin jesus,2011-12-09 13:10:00,53,Those Browns sure pop out on the screen  ....awesome fish !!!!   and great strategy of the beer back up plan!
646750,highdrifter,2011-12-09 13:57:00,2534,"I distincly remember climbing a tree to get at a nice float...  Boy was that a refreshing swim!!  Good times brotha!  luv, skeebone"
646751,johnnyb,2011-12-09 14:10:00,3413,"For once I think I actually recognize some water in a trout pic (aside from the Niagara).  Nice work, boys!"
646752,Roy,2011-12-09 14:10:00,13728,Some nice fish there guys. So Fidel climbed a tree for a float and had a swim eh? Any photographic evidence around?
646753,highdrifter,2011-12-09 14:14:00,2534, Jamais d'la vie LOL.  Y crampait de rire... Y'est même pas venu a mon secours!
646754,Roy,2011-12-09 14:19:00,13728,Ct'un beau mangeux de caca ton chum?
646859,laszlo,2011-12-09 19:14:00,487, Man I wish I had a pic of that. CLASSIC! Right into a 6ft deep pool below a riffle.
646864,highdrifter,2011-12-09 19:32:00,2534, mmouains y'est pas mal salaud celui la.
646865,kickingfrog,2011-12-09 19:33:00,8333,"Ah, but the only thing that matters is did he hook up on the drift?"
646868,rocheleauc,2011-12-09 19:40:00,205,nice fish!  brown looks amazing
646885,TDunn,2011-12-09 20:48:00,680,Sweet fish!   TDunn
