906000,bigbuck,2015-03-25 22:22:00,2449,"UHaul.cannot beat their package price for the hitch, wiring, install, ball and mount."
906037,Raf,2015-03-26 01:10:00,3495,"Apologize for jacking the thread and maybe a stupid question for Dan    if I am understanding right, I'd run a + and - from the (4) black and (1) white to the battery & run the (3) brown, (5) yellow, (6) green and another ground to the existing trailer wiring.  Am I correct?"
906068,DanD,2015-03-26 10:16:00,2223,"There are no stupid questions, just dumb answers; but not this time! You are correct Sir.  Dan."
905842,davey buoy,2015-03-24 22:09:00,5505,"The 99 Explorer sport has just about run out of time,518,000 km's Drivers door post rotting through.Door has dropped about a 1"" after you open it.Bought a 2007 Xterra Off road.Sweet truck,and a awesome deal.Pick up by Friday.This does not have a bumper to mount a 2"" ball. Where would be the best place to get a hitch installed?,best price ?.Or are these new receiver hitches easy to install.I would need a 2"" tube minimum..Just a added extra I have not had to think about in over 20 years lol..Wiring I could do myself,but not afraid to get the whole thing done at one time.Any suggestions are more than welcome .Thanks .  Dave."
905845,Raf,2015-03-24 22:13:00,3495,"congrats on the xterra, nice truck  u-haul i found has best prices but you may want something like a hidden hitch for better fitment.. especially if you offroad it and care about departure angles.  the u-haul units may hang lower."
905846,davey buoy,2015-03-24 22:18:00,5505,"congrats on the xterra, nice truck  u-haul i found has best prices but you may want something like a hidden hitch for better fitment.. especially if you offroad it and care about departure angles.  the u-haul units may hang lower. Thanks Raf,only be used as work truck and pulling my 3000lb boat for the most part.The extra power will be a nice treat.Because of my boat,really want to have a proper hitch installed right."
905847,hookerdown,2015-03-24 22:19:00,110,Buy the hitch and wire harness from Uhaul and install it yourself.  I have a 2010 Frontier and did the install myself in an hour.
905848,davey buoy,2015-03-24 22:21:00,5505,Buy the hitch and wire harness from Uhaul and install it yourself.  I have a 2010 Frontier and did the install myself in an hour. Really that easy?whole bracket and installed in under a hour?.I was planning a few hours at the least?.How much are we talking ?
905849,Raf,2015-03-24 22:25:00,3495,yeah it shouldn't be difficult at all if you are the least bit handy.  https://www.etrailer.com/tv-install-trailer-hitch-2008-nissan-xterra-70760.aspx  the offroad model has the rear locking diff too doesn't it.
905850,davey buoy,2015-03-24 22:29:00,5505,"yeah it shouldn't be difficult at all if you are the least bit handy.  https://www.etrailer.com/tv-install-trailer-hitch-2008-nissan-xterra-70760.aspx  the offroad model has the rear locking diff too doesn't it. Two wheel rear for everyday travel,and locking I believe."
905854,huzzsaba,2015-03-24 22:57:00,884,+1 for Uhaul.   cheapest price and good quality hitch.
905858,BillM,2015-03-24 23:51:00,17367,"Install it yourself, it's probably got mounting holes already drilled in the frame.  Pretty simple job."
905865,Bondar,2015-03-25 00:12:00,817,You can buy a plug in harness as well unclip your lights clip in the harness and wire to the battery. Very easy
905867,Beavertail,2015-03-25 00:34:00,331,"Just had a hitch and wiring harness installed on my Sante Fe a few weeks ago at U-Haul...think the labour was around $75 for everything. I don't have a heated shop at my dispense, so at this time of year I though it was money well spent. I'm more than happy with the final outcome."
905873,frodobuggins,2015-03-25 00:59:00,127,How many km on the truck? I was researching that vehicle like crazy and kept stumbling across this on all the V6 from 2005-2010. Coolant leaking into transmission. http://www.nissanassist.com/web/Radiator/faqs.php?menu=22 Lots of material about it on the net. I think its a relatively cheap fix if you catch it in time.
905890,Nipfisher,2015-03-25 04:34:00,2449,Did you have the Explorer Sport or Sport Track (box)? I have an 04 Sport Track and my driver door is dropping. Only 151Kms on mine. I cant see it hitting 500+Kms!.
905893,davey buoy,2015-03-25 07:27:00,5505,"Did you have the Explorer Sport or Sport Track (box)? I have an 04 Sport Track and my driver door is dropping. Only 151Kms on mine. I cant see it hitting 500+Kms!. I have the sport,been a awesome vehicle.Will hate to see it go."
905909,DanD,2015-03-25 11:43:00,2223,"If you're thinking of doing the wiring yourself; you'd best do some research first. The exterior lighting on most newer vehicles are controlled via the BCM (Body Control Module) in other words the body computer. The BCM can only handle so much current flow; adding extra load on the existing tail light circuit, by splicing into the wrong circuit; could possibly burn out the BCM. $$$$$$$ I just looked up the wiring diagram for this Xterra and it has dedicated wiring harness, relays and fuses for trailer lights and accessories. You should find this harness pigtail, breaking out of the main rear wiring harness and the connector should be tucked up behind the left corner of the rear bumper. I would also suggest getting the trailer plug harness from the dealer. There won't be any cutting or splicing; by rights it should be plug & play. If you want a copy of the wiring diagram, give me your Email addy and I'll send it to you. I would have to make too large to post here and be able to read it.  Dan."
905914,Raf,2015-03-25 12:23:00,3495,"I would listen to Dan, all the wiring is likely all ready there since the vehicles came with a trailer package option.  You just need to get the plug & play harness from the dealer that connects to the existing wiring.  It'll cost a bit more than a 'universal' harness but will be so much easier"
905919,BillM,2015-03-25 13:17:00,17367,"Yup, nothing beats a plug and play install, worth the wee bit extra for that adapter."
905937,DanD,2015-03-25 14:52:00,2223,If you wanted to get fancy with the wiring; you could go with a 7 pin round plug. It would give you a constant 12 volts at the plug; that's protected by a 30amp fuse and a relay . It was/is meant for electric trailer brakes; but  you could use this 12 volt source from the Xterra to charge the boat's battery(s); while you're towing. All it would take is one short harness between the boat's battery and the trailer. I did that on my last boat (sorry I sold it now) and I never had to worry about a soft battery. Then again it would depend on how far you tow?  Dan.
905941,Raf,2015-03-25 15:16:00,3495,"that's brilliant Dan. Can you elaborate on that?  I have the round 7 pin plug on my grand cherokee, I plug in a 7-pin to 4-pin adapter to it then plug the trailer into that.  How would I do what you describe?"
905948,hookerdown,2015-03-25 16:41:00,110,"Really that easy?whole bracket and installed in under a hour?.I was planning a few hours at the least?.How much are we talking ? If you buy a wiring harness, the install should be fast.  The hardest part is lining up the holes.  Make sure you support the hitch as you are installing the bolts.  I got a nieghbour to help me by supporting the hitch.  I was shocked how easy it was to do."
905954,DanD,2015-03-25 17:13:00,2223,"I put a 7 pin connector on the trailer and added the 12 volt lead to come out the back of the plug; along with an extra ground wire. Connected those two wires to an insulated two wire connector. On the boat side, I went from the battery terminals (+ & -) with the amount of 12 gage wire that I could reach the two terminal plug on the trailer. On the positive lead I installed a circuit breaker; just incase this two wire harness in the boat ever shorted to ground. It's never good to let the smoke out of any electrical component. LOL After that you plug in the 7 pin plug in and then plug the two wire into the boat. They done this for years on house trailers; that have their own battery. The only difference is that they had an isolator; so that when parked for the night, the trailer could not use the tow vehicle's battery.    Dan."
905955,DanD,2015-03-25 17:19:00,2223,Tried to paste the below from a word doc but it didn't work out???  Wiring Code 7 way Trailer End # Color Gage Circuit Function connector interior 1 white 10 common ground  2 blue 12 electric brake 3 green 14 tail/running lights 4 black 10 battery charge (+) 5 red 14 left turn/stop 6 brown 14 right turn/stop 7 yellow 14 auxiliary/back up NOTE: #7 is the center terminal and currently is most commonly used for backup lights.
