501978,Guest ThisPlaceSucks,2010-09-07 02:22:00,0,"i've enjoyed the averie adventures, especially in the last 15 months that i've been a father.  can't wait to get my little guy out fishing!"
501980,splashhopper,2010-09-07 02:26:00,2931,enjoy the time you have with her Ryan.. it goes by waaay too fast for me now.
501981,Victor,2010-09-07 02:27:00,1609,"Love the post Ryan. I remember seeing those pictures in every one of your reports since the day she was born!  That last pic is awesome, looks like the WGSF is HUGE!"
501994,ctranter,2010-09-07 03:24:00,543,Averie looks like an awesome fishergirl!  In her short life she has already challenged my 23 years in fishing supremacy.  Thanks for the heartfelt read.
501998,Twocoda,2010-09-07 03:44:00,4130,"Thats it!!!!! that right there is the reason i wanted a ""daddys little girl""....i am soooooo jealous!!!! Man did you just yank my heart strings right out of the cold concrete case i keep it in ...  Many years from now when its her time to marry....her hubby better have some pretty big waders ...to fill her daddys  Cheers Ryan ..your setting the ""bar"" very high"
502004,bigugli,2010-09-07 04:55:00,6138,"Boy does that ever bring back memories. First days of school were scary.  Just remember Dad, you are the parent. If you and the daughter need a little extra together (fishing) time, then so be it. I was notorious for yanking the kids out for some prime father/ child time (So was my one uncle). The kids would be at school next day bragging at show and tell, and I'd be having another talk with the school principal to put him in his place. Besides, you can probably give your child a far better education about nature than some stuffed shirt in a classroom or another NFB reel."
502007,BillsTheBassMan,2010-09-07 05:08:00,932,"That's a beauty post Ryan.  You can rest assured that this bonding time you have spent with Averie will stick with her forever and that the two of you will always be best friends.  She may find herself away from fishing for some time (I fished with my dad growing up, but went away from it for 6-8 years) but she'll always look at it fondly and it will always be something you've shared.  Wish the little gal good luck on her first day from all the OFC'ers.  Cheers, Ryan"
502027,The Urban Fisherman,2010-09-07 11:52:00,2050,"Hey Guys and Gals!  Thank you all for the kind words and encouragement.  I thought of this post yesterday, because to day is the first day back for most kids, though for Averie this week she'll just be meeting her teacher and checking out the class room and such... next week is the big week!  Thanks again all - have a good week in the office!  Cheers, Ryan & Averie"
502038,mepps,2010-09-07 12:27:00,1301,"Crazy, I cant believe shes starting school already! One more year for my little boy!"
502043,lookinforwalleye,2010-09-07 12:41:00,4399,"Cool post and some great shots!  I am sure Averie will knock em dead at school,I hope there are no creeks or ponds near school!"
502058,Harrison,2010-09-07 14:00:00,2202," My daughter is 4 and starting school next week.  I hear you loud and clear, just seems like yesterday she was an infant and would pass out in the car seat on the way to Port Hope and I could get a couple hours fishing in(could park right beside me as I fished).  Time sure does fly!"
502069,TJQ,2010-09-07 14:41:00,7806,"Great post Ryan.... Avery just got his drivers licence and its Jadens first day in High School..... OMG.. Thery grow up fast,,, no doubt.        "
502072,The Urban Fisherman,2010-09-07 14:47:00,2050,"Awesome pics TJ! Thanks for posting them....  I meant to tell everybody to post their own!  And wow - what a pretty girl... thankfully she didn't take after her old man!  Cheers, Ryan"
502121,Sis,2010-09-07 17:12:00,24,"Wonderful post! And like you said, cherish it.  They do grow up so quickly and before you know it, she'll be asking for the car keys, or boat keys lol. "
502148,rock34,2010-09-07 17:46:00,215,This is an awesome post!!  i have a 7month old daughter right and I hope to have a post like this in a few years with her fishing progession!!  tTanks for sharing.
502202,sneak_e_pete,2010-09-07 21:53:00,540,"Honestly man, that is AWESOME!  I am taking my son ( 3 years old) on our first fishing trip this weekend....after seeing your pics...wished I had started sooner!  Excellent job!"
502213,bigugli,2010-09-07 22:53:00,6138,"I forgot to say... Cherish every moment you have with them. Eventually comes the day when they begin to strike out on their own, the home feels emptier, and you feel older. I'm experiencing that event this year and would give anything to have a few more of those father child moments."
502240,mistyriver1,2010-09-08 00:24:00,600,Awesome post.    Good luck to your daughter in school.
502246,Beans,2010-09-08 00:57:00,3339," I wish I could post some Ryan but unfortunately they are mostly in my memory bank...Nice that we have our digital cameras today...even the cheapies like mine ($93 Polaroid Digital from Home Hardware) take excellent pics...   Way back when, it was expensive for film and developing (if you owned a camera)...  "
502277,Moosebunk,2010-09-08 02:25:00,3970,Exceptional report.  Something really cool to enjoy here.  Thanks for that.
502287,Rattletrap2,2010-09-08 03:13:00,1652,Pretty awesome post Ryan! Something very special between you guys. Cherish it.
502321,Rich,2010-09-08 12:21:00,3927,"Well Ryan, at least at school you don't have to worry about your buddies using her head as a beer holder! LOL  She is a cute, responsible kid and I'm sure she'll #1 love school and #2 do very well at it. She might daydream about big fish once in a while though.. haha  Great post dude."
502342,seaman,2010-09-08 14:11:00,11,"Amazing Report...My Girl is 11, and it seems like we went fishing for the first time yesterday.....I would say ""cherish the moments while you can"" as they grow up soooooo fast, but you already have that covered!! My Uncle used to say ""A family that fishes together, stays together"" Good on you!! Thanks, for a great read!!!"
