731747,Fisherman,2012-09-22 16:35:00,7201,"There's one option missing from the poll choices, I would name it,  ""Don't give a"
731762,Woodsman,2012-09-22 17:53:00,1286,And you'd be wrong. Just looked up the contract on the net. Players had the option to opt out on 15 Sep 2009 with proper notice. This they did not do. Contract ended 15 Sep 2011 with the players having the option to extend it until 15 Sep 2012. This they did. Contact remains in effect year to year thereafter unless either party delivers a written notice of termination with the proper notice. This the owners did. It should be obvious who stopped the season. See Article 3 - 2005 NHL/NHLPA Collective Agreement
731774,Woodsman,2012-09-22 19:06:00,1286,"Owners can not offer an agreement. By definition an agreement is agreed upon by both sides. Owners can forward a proposal for agreement or as in this case an ultimatum. Bargaining in good faith is one thing. It's my way or the highway is completely something else. As for us agreeing, I agree with you on that."
731776,Jigger,2012-09-22 19:14:00,1237," They could vote to accept. But i think that most of them can survive the next little while without a cheque . But they do want to ""work"". Indeed, alot have already secured meaningful employment elsewhere. Also, if you pay any mind to some of the most productive workers, this ""labour"" stoppage may keep some of the best workers from returning at all."
731793,glen,2012-09-22 20:30:00,2641,Someone should start a new tv channel with the other leagues playing
731811,Rod Caster,2012-09-22 21:50:00,5784,Like KHL-center ice
731847,mikdor,2012-09-23 00:42:00,109,Thats right I agree hockeys hockey we are not married to the nhl lets watch some instead of listening to all the Bull. Mike
732004,Dave Bailey,2012-09-23 21:17:00,1641,"Bottom line: 7 years ago Bettman and the owners IMPOSED a settlement, and now because it isn't working it's the fault of the players.  Makes perfect sense to me.  And a correction to those who think that we pay the player's salaries: not one cent that we put into the turnstiles goes to the players, every penny goes to the owners. They then decide how much the players will get. Seems that they decide to pay them a lot, and then whine that they're paying them too much.  Snivelling money-grubbing crybabies."
732017,Woodsman,2012-09-23 21:51:00,1286,"What's not working? Overall the league owners are making a very good profit. Some franchises may not be making money but the blame should be on them for being in the wrong place with the wrong management strategy. Bettmans US strategy. I never could figure out how the southern US was a prime location in places without large numbers of Canadian or northern Americans living there at least seasonally. As for the concept that we the fans are paying for the players salaries yes we are along with the owners profits. Without the fans there would be no NHL. We don't watch = no gate ,no television rights, no merchandise revenue, no sponsor revenue ect. Don't believe for a second we the fans & even non fans don't pay for the players salaries & the owners profits. Every time even a non fan buys a sponsors product they have contributed to the fund."
732024,Dave Bailey,2012-09-23 22:43:00,1641, You seem to have missed the screaming sarcasm in my comment.
731403,kickingfrog,2012-09-20 18:31:00,8333,You used an image of a combat soldier for this discussion and I missed the point?
731556,ch312,2012-09-21 15:08:00,1590," i believe you're fully aware of what i'm saying, but you're avoiding the truth at all costs.  hockey players are crying because they feel they're entitled to more money for playing a game while people that are serving our countries get paid peanuts to put their lives on the line and live in hell for months on end."
731567,Woodsman,2012-09-21 15:49:00,1286, ch312 do you actually believe any Canadian soldier has redeployed to Afghanistan & only earns 20 grand a year. Your so far off it makes your point completely useless. Almost as useless as saying the players are on strike. The owners stopped the season instead of continuing negotiating to push their agenda. A strike happens when the players stop the season instead of continuing negotiating to push their agenda which in this case did not happen.
731571,jedimaster,2012-09-21 16:14:00,3472,"I really hate to get into this fight here but a few ponts. 1) The soldier in that picture is american and not canadian, and although I do appreciate any allied solider, the picture would hold more meaning for me if it was of a canadian soldier, just the very same if it were a canadian soldier being shown to am american audience. 2)That picture if I recall was of bertuzi after dealing with the moore incident and not the strike. I doubt any hockey players are actually crying about this. 3)The salary as mentioned of the soldier is actually valid in Canada. I was in the reserves and could have deployed to a warzone but the timing wasn't there for me to do so as I was in school at the time, and I tell you this, I was making less that 20k at the time. You get paid roughly 44 dollars per day, of course rank and what not has an effect on the actual pay rate. Now for Reg force full time non officers, they start at about 33k per year for a private, and go up to 100k for a Chief Warrant Officer.   As for the complaining issue. Hell yah, of course they are complaigning. Would you? I mean should anyone making anything more than a private in the army be allowed to complaign? I complain and I do a hell of a lot less work than a Cheif Warrant Officer does. However I choose to be a civi and not in the Reg Force. Thats a choice. There is no conscription in Canada, although I think it would do some good.  I certainly don't mean to put down the army folks, as I have oodles of respect having put in 6.5 years in the reserves, its just that its a choice. Its not comparable. The two jobs are apples and oranges.  Are the Player's overpaid? I dunno, I guess that depends on your perspective. If you compare it against say a soldier, LEO, CO's, nurses etc... yes. But if you compare it against, basketball players, Baseball players, etc.. I think they are underpaid.  There work generates a certain ammount of revenue. Like it or not, Sidney Crosby generates more revenue than a Private in the canadian army. Due to economics the NHL player will get a bigger salary.  Thats like saying Stallone during the making of Rambo should have made about 3,000 dollars for shooting it. Its just not how the world works.  I mean lets all be a bit reasonable here and look at the facts.  The players said they would work during negotiations. The Owners said no new deal, no hockey.  Who is to blame for there not being a deal? Both, and the players and NHL has said that.  Who am I mad at? The Owners and bettman. Why? They are CHOOOSING to cancel hockey without a new deal, when the current deal is the one they wanted when they locked the players out the last time, and its a deal where all but the teams that IMO should be folded are making oodles of money.  JMHO of course."
731575,jedimaster,2012-09-21 16:27:00,3472,"And the  players actually said, no we don't like your offer, but we will continue to play under the current deal until we can work things out. its a chicken or the egg. In the end the Owners hav the final say if there is hockey or not. The owners say no. its my puck no hockey. The players are saying yes lets play and figure it out as we go.  Further to the complaigning issue as I really hate that argument... her eis another comparisoin for you guys with soldiers...  In the army I at IMP's for about 2 weeks at one point. It tasted like crap, but none of us complained. Does that mean noone in the world is allowed to complain about bad food? No thats just silly."
731577,tb4me,2012-09-21 16:34:00,3295,Well with Tyler Seguin heading to sigh with a swiss team the players union is already showing a divide..It wont be long untill the players accept the owners offer..I hope....If more of OUR young stars head overseas the union will crumble eventually..Thats my opinion anyway. Today was opening day of preseason..Media day..THIS SUCKS.
731578,jedimaster,2012-09-21 16:36:00,3472,"Yah, in reality I don't care  how much they make other than leaving salary cap room for the leafs to possibly improve. I hope one or both cave and a deal gets done. I love watching the Leafs. I will miss it for sure."
731579,Harrison,2012-09-21 16:47:00,2202,"It is not a union gents.  It's an association.     Chris Lomon - NHLPA.com September 21, 2012   For NHLPA member Dan Winnik, this summer has been all about one thing: communication.  A veteran of nearly 366 regular season big-league games, Winnik has been a busy man over the past few months, including his large involvement in the CBA process and a two-week trip to Asia.  “I’ve been fortunate to be part of a lot of meetings throughout the CBA negotiations,” said the 27-year-old. “I’ve had the opportunity to speak with a lot of my fellow players, some of whom I’m played with and some that I’d never met until recently.”  The level of contact, from NHLPA Director Don Fehr, to the interaction between the players, has been ‘unbelievable,’ according to Winnik.  “From young guys to the veterans, teammates or opponents, to Don, the communication is constant,” noted the 265th overall selection in the 2004 Entry Draft. “Everyone is engaged and aware of what is going on at every moment. I’ve talked to a number of guys, either in person, or on the phone, and every player has been brought up to speed. If you have any questions, they are answered immediately. The players are very comfortable in knowing they are aware of everything that is transpiring. Everyone is on the same page.”  There’s no disputing the players belief in Fehr.  “He has an open-door policy, where every player can call at any time and he’s available,” said Winnik, who appeared in 84 regular season games in 2011-12 between Colorado and San Jose. “We’ve been kept in the loop every step of the way…we have a great amount of respect for what he’s done coming to his role with the NHLPA. We were fortunate to get Don. He’s the best in the business.”  With the league-imposed lockout of the players now in effect, Winnik, who starred at the University of New Hampshire for three campaigns, understands the frustration of the fans.  “Before any of us played in this league, we were fans, too,” said Winnik, who signed as a free agent with Anaheim this July. “I was at university during the last lockout and it was disappointing to not watch hockey. We know it’s tough for them. They want to watch us play and we want to be out there playing.  “But in order for us to get back on the ice, there needs to be a fair deal for both sides,” he continued. “Our goal is to work with the owners to make the sure game is on solid ground, to grow the game and ensure stability. We understand the fans just want to see hockey. But this CBA will affect a majority of the careers of the players. We know the passion the fans have for the game. We want to play.”"
731580,Jigger,2012-09-21 16:50:00,1237,My sister married a Swiss. Their home team is Bern. They signed Rick Nash and Jumbo Joe Thornton. Not everyone is depressed over this.
731581,BillM,2012-09-21 16:59:00,17367,"I love these comparison pictures, great for a laugh!"
731582,Woodsman,2012-09-21 17:05:00,1286," Obviously you also have no clue on current pay rates and policies. 1. The lowest current pay rate for a reservist is $88.51 per day. 2. By the time anyone is trained to the standards to be able to deploy they will no longer be at the lowest rate. Basic training plus trades training plus work up training for the tour would take close to 1.5 years if everything happened bang, bang, bang. 3. All Reservist's deploying to Afghanistan are put on Class C service which uses Regular Forces pay scales. 4. As the photo that started this it said ""redeploys"" inferring a second deployment at least. With enforced time between deployments we are now talking a minimum of Corporal basic and even that is unlikely. 5. Corporal basic is minimum $4622 per month. To this add danger pay, separation pay ect. and you are well over $60,000 a year. Taking into account a great portion of the pay will overseas will not be taxed it will have a far higher value.  If someone is going to use figures to argue their point at least use the correct numbers. Do not take this as a complaint about our troops being overpaid because I believe they fully deserve and earn their pay.  BTW: I spent 13 years in the Canadian Forces and did one overseas peacekeeping tour for just over 6 months in length.  Pro Patria: Rick"
731583,jedimaster,2012-09-21 17:12:00,3472,"Considering that picture is about what 6 years old using the current rates is a little bit misleading anyway. And they were using yearly amount not rates during deployment. Not many resvists that I know of had a stay for longer than 6 months, so your basically getting half a year worth of reg force pay and and half a year at reservists pay. so its not going to be anywhere near 60k per year."
